City,Lat,Lng,Max temp,Humidity,Cloudiness,Wind Speed,Date
cervo,43.6702,-7.4101,283.71,79,79,1.34,1620695122
peschanokopskoye,46.1961,41.0775,280.13,93,100,11.91,1620695123
coahuayana,18.7333,-103.6833,300.15,69,40,4.12,1620695125
provideniya,64.3833,-173.3,276.15,81,90,6.0,1620695126
nizhnyaya omka,55.4338,74.9426,282.49,58,3,3.58,1620695127
yangambi,0.8102,24.4336,293.61,99,98,0.84,1620695129
winkler,49.1817,-97.941,286.15,19,13,2.06,1620695105
naze,28.3667,129.4833,299.15,89,75,6.69,1620695131
marrakesh,31.6315,-8.0083,289.15,63,75,4.63,1620695133
palana,59.1167,159.9667,274.28,71,21,2.73,1620695134
batemans bay,-35.7167,150.1833,290.93,78,100,1.34,1620695135
acapulco,16.8634,-99.8901,303.15,70,90,3.6,1620695012
mafinga,-7.25,35.0667,291.58,62,48,1.32,1620695138
porto belo,-27.1578,-48.5531,295.37,94,75,2.57,1620695001
goderich,43.7501,-81.7165,279.15,70,88,1.54,1620694897
port-cartier,50.0334,-66.8654,280.37,61,75,2.57,1620695058
cleveland,41.4995,-81.6954,284.15,50,90,4.12,1620694863
talnakh,69.4865,88.3972,273.94,93,97,4.83,1620695144
alugan,12.2188,125.4808,301.56,80,100,4.11,1620695145
kizilskoye,52.7255,58.8937,283.63,78,0,1.79,1620695147
manokwari,-0.8667,134.0833,300.96,75,88,3.18,1620695148
tiarei,-17.5333,-149.3333,304.15,55,75,5.66,1620695149
wajima,37.4,136.9,289.15,63,75,1.54,1620695151
jalu,29.0331,21.5482,297.76,32,0,3.93,1620695152
verkhnevilyuysk,63.4453,120.3167,277.19,55,100,3.91,1620695153
amurzet,47.6967,131.0981,282.45,74,100,1.25,1620695155
dongtai,32.8523,120.3095,292.49,88,100,4.02,1620695156
tiznit,29.5833,-9.5,285.7,83,46,2.24,1620695158
necochea,-38.5473,-58.7368,284.41,70,40,5.98,1620695159
thanh hoa,19.8,105.7667,303.13,71,0,2.74,1620695160
kenai,60.5544,-151.2583,282.15,66,90,4.12,1620695162
bambanglipuro,-7.95,110.2833,301.09,75,5,2.27,1620695163
vanimo,-2.6741,141.3028,302.08,66,100,0.68,1620695164
atar,20.5169,-13.0499,301.94,18,0,5.07,1620695166
clonakilty,51.6231,-8.8706,280.93,87,40,4.63,1620695167
almaty,43.25,76.95,289.15,77,75,2.0,1620695168
waipawa,-41.4122,175.5153,290.93,88,75,12.86,1620695170
khvorostyanka,52.6096,48.9597,289.2,57,100,4.28,1620695171
lucea,18.451,-78.1736,301.15,74,20,5.14,1620695172
alofi,-19.0595,-169.9187,300.15,69,90,10.8,1620695174
praia,14.9215,-23.5087,294.15,78,20,7.2,1620695175
lompoc,34.6391,-120.4579,289.82,77,6,5.14,1620695114
saint-francois,46.4154,3.9054,282.59,100,90,1.03,1620695178
sistranda,63.7256,8.834,284.15,76,40,4.63,1620695179
deputatskiy,69.3,139.9,266.82,86,100,1.82,1620695181
kelo,9.3086,15.8066,301.9,47,9,3.37,1620695182
maumere,-8.6199,122.2111,301.2,66,98,2.24,1620695183
makakilo city,21.3469,-158.0858,302.15,54,90,2.57,1620694912
suicheng,33.8963,117.9331,289.74,79,100,5.84,1620695186
kabakovo,54.5369,56.1517,283.15,66,0,1.0,1620695187
rawlins,41.7911,-107.2387,278.71,65,90,9.26,1620695010
gao,16.6362,1.637,303.42,30,5,2.5,1620695190
dauphin,51.1494,-100.0502,287.15,21,1,3.09,1620695191
beringovskiy,63.05,179.3167,270.46,93,100,6.92,1620695192
pokoynoye,44.8097,44.2517,279.35,82,100,3.58,1620695194
areia branca,-4.9561,-37.1369,298.61,82,39,7.01,1620695195
chirongui,-12.9319,45.1483,299.15,78,40,6.17,1620695197
sakakah,29.9697,40.2064,298.15,19,74,3.09,1620695198
kiama,-34.6833,150.8667,293.71,71,19,0.89,1620695199
lengshuijiang,27.6881,111.4294,295.46,94,100,1.03,1620695109
los angeles,34.0522,-118.2437,294.26,63,90,1.54,1620694981
bacalar,18.6667,-88.3833,302.15,70,40,5.14,1620695203
broome,42.2506,-75.833,282.15,53,75,3.09,1620695204
olpad,21.3333,72.75,300.15,78,0,1.54,1620695205
rawson,-43.3002,-65.1023,284.05,44,3,1.82,1620695034
beloha,-25.1667,45.05,291.32,94,1,1.97,1620695208
srednekolymsk,67.45,153.6833,270.89,85,98,2.09,1620695209
kinablangan,7.6947,126.5503,301.53,74,100,1.85,1620695211
aracati,-4.5617,-37.7697,298.26,85,30,4.28,1620695212
sur,22.5667,59.5289,301.56,65,4,2.76,1620695214
lagoa,39.05,-27.9833,290.22,92,29,11.93,1620695215
poum,-20.2333,164.0167,299.6,74,16,5.27,1620695216
mandal,25.45,74.5667,300.69,33,7,2.48,1620695218
auki,-8.7676,160.7034,303.47,62,100,0.91,1620695219
veraval,20.9,70.3667,300.65,75,7,4.37,1620695162
kaspiyskiy,45.3929,47.3707,283.22,56,16,2.6,1620695222
aksu,41.1231,80.2644,296.54,29,43,1.92,1620695223
santa isabel,-23.3156,-46.2214,291.15,100,0,0.16,1620695224
uige,-7.6087,15.0613,291.08,75,10,1.46,1620695226
fukue,32.6881,128.8419,292.15,100,75,4.63,1620695227
camacha,33.0833,-16.3333,290.15,59,20,4.12,1620695228
duminichi,53.9345,35.1099,277.85,82,4,3.66,1620695230
rio grande,-32.035,-52.0986,288.15,96,100,6.91,1620695231
nodeland,58.1552,7.8358,282.15,93,90,1.54,1620695232
itarema,-2.9248,-39.9167,298.76,84,71,3.73,1620695234
uspenskaya,45.7645,41.067,281.17,81,100,11.25,1620695235
diu,20.7141,70.9822,299.97,77,9,4.38,1620695237
kabare,-2.4683,28.8242,289.54,96,92,0.85,1620695238
bagdarin,54.4333,113.6,281.83,42,6,2.41,1620695239
kasungu,-13.0333,33.4833,285.95,80,39,1.25,1620695241
san carlos de bariloche,-41.1456,-71.3082,275.15,55,0,3.09,1620695242
atikokan,48.7555,-91.6216,278.22,49,93,2.45,1620695243
kununurra,-15.7667,128.7333,303.15,30,0,5.66,1620695245
ushtobe,45.2514,77.9838,291.07,42,26,2.95,1620695246
hobyo,5.3505,48.5268,298.82,84,100,4.07,1620695248
manavalakurichi,8.1333,77.3,300.15,89,20,1.03,1620695249
kandalaksha,67.162,32.4123,276.48,100,100,0.26,1620695250
klaksvik,62.2266,-6.589,278.15,75,75,7.2,1620695252
mabaruma,8.2,-59.7833,296.01,97,99,2.05,1620694993
puri,19.8,85.85,303.71,94,40,3.09,1620695254
waingapu,-9.6567,120.2641,300.7,63,100,6.04,1620695256
vyshneve,50.3891,30.3705,283.15,93,0,2.45,1620695257
dryden,49.7833,-92.7503,280.15,39,90,2.06,1620695259
zhigansk,66.7697,123.3711,272.53,69,53,8.86,1620695260
sibolga,1.7427,98.7792,300.24,82,65,1.02,1620695226
port-gentil,-0.7193,8.7815,300.65,78,100,2.95,1620695262
pascagoula,30.3658,-88.5561,296.15,88,40,2.65,1620695264
nome,64.5011,-165.4064,286.15,50,75,6.17,1620695265
shahrud,36.4182,54.9763,288.03,64,100,1.13,1620695266
payson,40.0444,-111.7321,287.59,28,40,4.12,1620695268
puerto princesa,9.7392,118.7353,298.15,94,75,3.09,1620695269
guarapari,-20.6667,-40.4975,294.82,94,20,1.54,1620695270
doaba,33.4244,70.7364,295.56,53,11,2.06,1620695272
abalak,58.1286,68.5944,284.53,52,0,0.76,1620695273
redmond,47.674,-122.1215,292.04,51,97,3.61,1620695116
dhadar,28.3305,75.0632,301.05,33,27,3.83,1620695276
kongsberg,59.6652,9.6465,280.37,95,100,1.91,1620695277
aksarka,66.5606,67.7975,274.41,99,100,4.07,1620695278
bambari,5.768,20.6757,294.32,94,100,0.41,1620695280
baykit,61.67,96.37,276.15,84,99,3.18,1620695281
mbini,1.574,9.6134,298.42,79,1,1.29,1620695283
tianpeng,30.9866,103.9393,295.15,78,20,2.51,1620695284
almeirim,-1.5233,-52.5817,296.8,94,99,1.37,1620695285
tabas,33.5959,56.9244,296.91,40,20,0.81,1620695287
safranbolu,41.2508,32.6942,278.52,80,0,0.67,1620695288
nara,34.6851,135.8049,294.82,55,75,2.57,1620695289
ciechanow,52.8814,20.62,285.37,76,0,3.6,1620695291
ayr,55.4627,-4.6339,283.15,87,90,5.14,1620695292
vao,-22.6667,167.4833,297.55,81,99,7.39,1620695293
jardim,-21.4803,-56.1381,294.66,49,6,0.77,1620695295
palm coast,29.585,-81.2078,299.26,88,1,1.2,1620695296
ketchikan,55.3422,-131.6461,282.15,66,90,4.12,1620695298
palmerston north,-40.35,175.6167,294.82,69,100,1.79,1620695299
mayo,38.8876,-76.5119,288.71,47,1,2.76,1620695300
karpogory,64.0019,44.4451,281.96,61,100,4.6,1620695302
carauari,-4.8828,-66.8958,295.74,99,78,0.76,1620695108
bolshoy kamen,43.1225,132.3583,287.15,58,75,4.0,1620695304
sao filipe,14.8961,-24.4956,295.04,79,17,1.93,1620695306
yuzha,56.5831,42.0122,278.06,91,4,3.54,1620695307
te anau,-45.4167,167.7167,284.47,95,100,2.71,1620695309
kang,-23.6752,22.7876,286.36,38,0,2.4,1620695310
pavilosta,56.8879,21.1859,290.15,51,70,5.14,1620695311
bonavista,48.6499,-53.1147,279.26,87,82,3.09,1620695313
jaguaruna,-28.615,-49.0256,290.9,83,7,2.1,1620695314
alyangula,-13.8483,136.4192,302.15,54,100,5.14,1620695315
takoradi,4.8845,-1.7554,299.49,84,38,3.06,1620695317
leningradskiy,69.3833,178.4167,270.18,85,98,2.56,1620695318
ninghai,29.2892,121.4247,297.04,97,100,1.79,1620695319
laguna,38.421,-121.4238,305.93,12,1,6.69,1620695321
pangnirtung,66.1451,-65.7125,270.96,96,98,0.77,1620695322
luang prabang,19.8856,102.1347,300.78,69,57,0.63,1620695323
payo,-3.7508,103.6372,300.45,79,30,1.09,1620695325
oksfjord,70.2396,22.3479,275.15,86,72,2.06,1620695326
